Id,type,label,Parent
210,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.hasNext,187
211,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.next,187
212,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.next,187
213,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.nextBlock,187
214,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.getBlockCount,187
215,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.getBlockSize,187
216,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.blockFinished,187
217,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.hasNextBlock,187
218,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.nextRawBlock,187
219,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.remove,187
220,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.close,187
221,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java,92
222,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.schema,221
223,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.dout,221
224,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.underlyingStream,221
225,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.out,221
226,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.vout,221
227,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.meta,221
228,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.blockCount,221
229,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.buffer,221
230,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.bufOut,221
231,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.sync,221
232,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.syncInterval,221
233,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.isOpen,221
234,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.codec,221
235,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.flushOnEveryBlock,221
236,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.assertOpen,221
237,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.assertNotOpen,221
238,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setCodec,221
239,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setSyncInterval,221
240,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.create,221
241,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.create,221
242,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.create,221
243,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setFlushOnEveryBlock,221
244,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.isFlushOnEveryBlock,221
245,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.appendTo,221
246,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.appendTo,221
247,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.init,221
248,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.generateSync,221
249,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setMetaInternal,221
250,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setMetaInternal,221
251,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setMeta,221
252,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.isReservedMeta,221
253,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setMeta,221
254,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.setMeta,221
255,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.append,221
256,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.resetBufferTo,221
257,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.appendEncoded,221
258,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.bufferInUse,221
259,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.writeIfBlockFull,221
260,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.appendAllFrom,221
261,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.writeBlock,221
262,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.sync,221
263,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.flush,221
264,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.fSync,221
265,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.close,221
266,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java,92
267,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.outputBuffer,266
268,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.deflater,266
269,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.inflater,266
270,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.nowrap,266
271,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.compressionLevel,266
272,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.getName,266
273,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.compress,266
274,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.decompress,266
275,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.getInflater,266
276,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.getDeflater,266
277,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.getOutputBuffer,266
278,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.hashCode,266
279,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.equals,266
280,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.toString,266
281,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/FileReader.java,92
282,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.java,92
283,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.INSTANCE,282
284,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.OPTION,282
285,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.getName,282
286,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.compress,282
287,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.decompress,282
288,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.equals,282
289,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.hashCode,282
290,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableByteArrayInput.java,92
291,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableByteArrayInput.length,290
292,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableByteArrayInput.seek,290
293,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableByteArrayInput.tell,290
294,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.java,92
295,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.seek,294
296,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.tell,294
297,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.length,294
298,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java,92
299,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.java,92
300,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.crc32,299
301,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.getName,299
302,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.compress,299
303,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.decompress,299
304,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.hashCode,299
305,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.equals,299
306,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/Syncable.java,92
307,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SyncableFileOutputStream.java,92
308,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/SyncableFileOutputStream.sync,307
309,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.java,92
310,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.DEFAULT_COMPRESSION,309
311,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.outputBuffer,309
312,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.compressionLevel,309
313,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.getName,309
314,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.compress,309
315,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.decompress,309
316,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.getOutputBuffer,309
317,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.hashCode,309
318,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.equals,309
319,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.toString,309
320,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.java,92
321,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.compressionLevel,320
322,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.useChecksum,320
323,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.outputBuffer,320
324,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.getName,320
325,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.compress,320
326,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.decompress,320
327,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.getOutputBuffer,320
328,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.hashCode,320
329,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.equals,320
330,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardCodec.toString,320
331,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardLoader.java,92
332,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardLoader.input,331
333,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/file/ZstandardLoader.output,331
334,Package,generic,-1
335,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericArray.java,334
336,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericContainer.java,334
337,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,334
338,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.INSTANCE,337
339,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.STRING_PROP,337
340,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.STRING_TYPE_STRING,337
341,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.classLoader,337
342,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.setStringType,337
343,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.get,337
344,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.getClassLoader,337
345,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.conversions,337
346,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.conversionsByClass,337
347,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.getConversions,337
348,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.addLogicalTypeConversion,337
349,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.getConversionFor,337
